,issue_date,loan_amnt,loan_status,term,int_rate,installment,sub_grade,verification_status,addr_state,total_paymnt
2322,5-15,4000.0,1,1,7.524344210526315,141.72,17,1,South,988.36
2178,5-15,18000.0,1,0,0.99,382.36,8,1,East,0
2153,5-15,29975.0,1,0,0.99,636.74,8,1,East,5166.73
2151,5-15,25000.0,1,0,14.65,590.17,15,1,South,4202.4
2122,5-15,13000.0,0,1,0.26,402.95,4,1,East,2810.16
2109,5-15,5300.0,1,1,18.84,193.85,25,1,South,5358.25
2087,5-15,8450.0,1,1,21.67,321.27,25,1,East,2223.46
2085,5-15,14000.0,1,1,0.39,428.39,2,0,MidWest,9986.31
2082,5-15,25000.0,1,0,22.99,704.62,26,1,0,5605.03
2071,5-15,3000.0,1,1,13.99,102.52,14,0,South,0
2067,5-15,10200.0,1,1,0.89,319.12,5,0,West,2229.37
2175,5-15,18000.0,1,1,0.68,553.16,3,1,South,0
2343,5-15,16500.0,1,1,0.99,532.34,8,1,0,3703.49
2354,5-15,32000.0,0,0,13.33,733.52,13,1,South,5075.4
2355,5-15,10200.0,1,1,14.65,440.92,15,0,West,2806.5
2705,5-15,25000.0,0,0,20.49,440.92,24,1,East,4655.87
2694,5-15,10000.0,1,1,16.55,354.3,17,1,West,2461.71
2691,5-15,19750.0,0,0,19.52,518.0,23,1,MidWest,0.0
2689,5-15,10000.0,1,0,13.99,232.64,14,1,0,1853.35
2683,5-15,23975.0,1,1,13.33,440.92,13,1,South,6475.29
2625,5-15,35000.0,1,0,0.99,1129.19,8,1,West,7933.47
2602,5-15,18000.0,1,0,0.18,366.53,6,1,West,2557.53
2595,5-15,9000.0,1,1,16.55,318.87,17,1,South,3342.68
2577,5-15,23200.0,1,0,17.86,587.37,20,1,West,4065.55
2564,5-15,4800.0,1,1,0.18,150.82,6,0,South,4814.19
2560,5-15,21600.0,1,0,0.18,439.84,6,1,South,3499.09
2544,5-15,10000.0,1,1,0.89,312.86,5,0,West,2494.11
2538,5-15,5000.0,1,1,0.89,156.43,5,0,South,1235.0
