,issue_date,loan_amnt,loan_status,term,int_rate,installment,sub_grade,verification_status,addr_state,total_paymnt
7746,11-15,17500.0,1,1,0.24,534.29,2,1,South,0
1544,11-15,16000.0,1,1,0.89,500.58,5,1,East,483.05
2542,11-15,9000.0,1,1,13.18,304.03,13,1,East,601.47
7475,11-15,7000.0,1,1,16.99,249.54,18,1,East,233.48
2675,11-15,20700.0,1,0,13.67,440.92,14,0,MidWest,940.52
8121,11-15,18000.0,1,0,13.67,440.92,14,1,East,402.09
2677,11-15,7000.0,1,1,0.49,230.8,10,1,West,226.33
5521,11-15,9775.0,1,1,15.41,340.82,16,0,South,685.82
3580,11-15,17350.0,1,0,18.0,442.47,21,1,West,849.85
8120,11-15,8000.0,1,1,0.49,263.78,10,1,MidWest,258.67
1533,11-15,35000.0,1,0,13.67,808.42,14,1,West,1458.75
3577,11-15,15000.0,1,1,17.86,541.24,20,1,South,0
392,11-15,15000.0,1,1,0.99,440.92,36,0,West,968.28
3576,11-15,10000.0,1,1,0.89,312.86,5,1,South,645.44
3138,11-15,20500.0,1,1,0.49,675.92,10,1,East,1325.67
4554,11-15,15000.0,1,1,0.18,471.3,6,0,East,928.97
7810,11-15,35000.0,1,1,0.26,1084.87,4,1,West,2148.56
5531,11-15,8225.0,1,1,13.18,277.85,13,1,MidWest,546.67
32,11-15,10000.0,1,1,0.49,329.72,10,1,MidWest,313.76
7483,11-15,23100.0,1,0,16.99,573.98,18,1,0,1126.16
8108,11-15,11000.0,1,1,0.26,340.96,4,1,West,673.05
7488,11-15,7650.0,1,1,14.65,263.89,15,1,East,555.79
3564,11-15,30000.0,1,1,0.18,942.59,10,1,East,922.14
2700,11-15,21500.0,1,0,0.49,472.74,10,1,West,918.03
8106,11-15,10000.0,1,1,0.89,308.27,3,0,West,612.71
2703,11-15,14000.0,1,1,13.18,472.94,13,1,South,935.63
3561,11-15,33425.0,1,0,17.57,840.98,19,1,0,808.35
9769,11-15,5200.0,1,1,0.18,163.39,6,1,East,158.66
9971,11-15,20000.0,1,0,14.33,468.8,15,0,West,452.88
6055,11-15,10800.0,1,1,0.99,348.44,10,0,MidWest,690.89
9756,11-15,24000.0,1,0,13.18,548.29,13,1,MidWest,1061.43
432,11-15,14425.0,0,0,18.0,367.88,21,1,South,684.7
8124,11-15,12000.0,1,0,12.0,440.92,11,0,South,259.21
2669,11-15,14000.0,1,0,0.18,440.92,6,1,South,563.8
4542,11-15,35000.0,1,0,18.99,907.73,23,1,South,833.88
4543,11-15,14000.0,1,0,13.67,323.37,14,1,0,630.79
3629,11-15,9600.0,1,1,0.99,309.72,8,1,MidWest,299.06
5497,11-15,7000.0,1,1,15.41,244.07,20,1,West,482.15
4544,11-15,5000.0,1,1,7.524344210526315,161.32,8,1,South,323.86
5502,11-15,10000.0,1,0,12.0,332.39,11,1,South,658.09
7442,11-15,10000.0,1,1,0.32,301.15,1,1,South,599.34
6615,11-15,5000.0,1,1,13.33,169.27,13,1,MidWest,354.74
29,11-15,20000.0,1,0,15.41,480.12,16,1,West,454.44
5504,11-15,16000.0,1,1,0.49,527.55,10,1,South,983.6
3616,11-15,14300.0,1,1,0.26,443.25,4,1,South,874.96
8143,11-15,35000.0,1,0,0.22,1149.51,10,1,West,1127.69
9744,11-15,8000.0,0,1,0.49,263.78,10,1,MidWest,517.35
4548,11-15,10000.0,1,1,0.18,314.2,6,0,West,592.71
6785,11-15,21000.0,0,0,12.0,467.67,11,1,South,453.61
2651,11-15,3000.0,1,1,13.67,102.06,14,0,South,199.56
2652,11-15,8000.0,1,1,15.41,278.94,16,1,East,0
2653,11-15,16000.0,1,1,0.89,500.58,5,1,South,987.13
5507,11-15,5000.0,1,1,0.24,152.66,2,0,West,301.85
5867,11-15,9500.0,1,1,0.99,315.5,11,1,East,0
410,11-15,6400.0,1,1,0.26,198.38,4,0,MidWest,375.27
1289,11-15,20000.0,1,0,0.99,424.85,8,0,South,413.75
2661,11-15,15000.0,0,0,14.33,351.6,15,1,MidWest,685.29
5511,11-15,30000.0,1,1,14.33,1030.15,15,1,East,2036.42
405,11-15,15000.0,1,1,13.18,506.72,13,0,West,0
5513,11-15,12000.0,1,1,0.89,369.93,3,0,South,360.74
5518,11-15,19200.0,1,1,0.26,595.13,4,1,East,1190.26
2670,11-15,14000.0,0,0,14.33,328.16,15,0,MidWest,317.01
6826,11-15,10400.0,1,1,0.26,322.36,4,1,East,318.17
7758,11-15,16500.0,1,0,13.67,381.11,15,1,South,749.69
9983,11-15,32000.0,1,0,13.67,739.13,14,1,West,714.83
8307,11-15,12000.0,1,1,0.99,387.15,8,1,West,410.46
1603,11-15,15000.0,1,1,15.41,523.0,16,1,East,510.16
607,11-15,10000.0,1,1,12.0,332.39,11,1,East,0
8300,11-15,4800.0,1,1,0.59,160.79,12,0,West,316.54
3190,11-15,20700.0,0,0,18.0,527.9,21,1,East,1034.87
2413,11-15,21000.0,1,1,0.17,669.46,7,1,South,1322.87
2414,11-15,18000.0,1,1,0.26,557.94,5,0,South,1108.62
2417,11-15,5000.0,1,1,7.524344210526315,166.2,11,1,South,325.71
9612,11-15,16000.0,1,1,7.524344210526315,527.55,10,1,West,1039.78
8299,11-15,7000.0,1,0,0.89,219.0,5,1,East,211.33
2421,11-15,20000.0,0,0,0.17,416.82,7,1,East,391.35
4485,11-15,9000.0,1,1,0.89,281.58,5,1,East,273.69
7304,11-15,8800.0,1,1,0.32,265.02,1,1,0,262.42
8,11-15,8000.0,1,1,0.89,250.29,5,1,East,497.07
593,11-15,20000.0,1,0,13.18,456.91,13,1,West,979.72
588,11-15,12800.0,1,0,13.67,295.65,14,1,West,581.58
8289,11-15,31025.0,1,0,20.99,839.16,25,1,0,1857.13
2431,11-15,10375.0,1,1,7.524344210526315,350.48,13,0,South,689.56
3816,11-15,18000.0,1,1,15.41,627.6,16,1,MidWest,1194.57
8906,11-15,31075.0,1,0,21.99,858.09,26,0,South,1678.22
9211,11-15,6400.0,1,1,0.49,211.02,10,1,South,206.93
3812,11-15,6200.0,1,1,0.49,204.43,10,1,East,402.92
579,11-15,28000.0,1,1,0.32,440.92,1,0,South,1678.16
2445,11-15,16000.0,0,0,16.55,393.79,17,1,East,765.51
6178,11-15,18000.0,1,0,20.99,486.86,25,1,West,952.73
9624,11-15,4000.0,1,1,13.67,136.08,15,1,MidWest,133.04
9625,11-15,12000.0,1,1,0.49,395.66,10,1,West,783.66
2405,11-15,14000.0,0,1,0.17,446.31,7,1,South,457.0
2449,11-15,3900.0,1,1,25.99,157.12,30,1,South,302.98
3843,11-15,20000.0,1,0,7.524344210526315,461.96,14,1,East,446.77
6678,11-15,8625.0,1,1,0.99,282.34,9,1,MidWest,0
6866,11-15,10000.0,1,0,0.18,314.2,6,1,West,623.86
3873,11-15,10000.0,1,1,0.49,329.72,10,1,East,646.67
9215,11-15,18275.0,1,0,17.86,440.92,20,0,West,889.09
5852,11-15,20000.0,1,1,0.99,645.25,8,1,MidWest,623.05
5309,11-15,15000.0,1,1,13.18,506.72,13,1,East,495.74
6587,11-15,12325.0,1,1,0.59,412.85,12,1,West,399.92
6864,11-15,14000.0,1,0,15.41,336.08,16,1,East,660.17
3181,11-15,5000.0,1,1,0.18,157.1,6,0,South,310.79
3865,11-15,18000.0,1,1,7.524344210526315,593.49,10,1,East,1175.49
6595,11-15,27000.0,1,1,0.24,824.34,5,0,East,814.98
6854,11-15,3700.0,1,1,0.53,440.92,10,0,West,241.77
6210,11-15,26400.0,1,0,20.99,714.07,25,1,West,0
8328,11-15,15000.0,1,0,0.89,303.36,5,0,South,0
5321,11-15,25500.0,1,0,0.89,440.92,5,0,West,1009.06
3859,11-15,24000.0,1,0,0.99,521.7,9,1,South,507.05
624,11-15,35000.0,1,1,0.89,1095.0,5,1,South,1064.32
3188,11-15,5000.0,1,1,0.59,167.49,12,1,South,0
4479,11-15,7000.0,1,1,0.99,225.84,8,1,0,443.91
5325,11-15,35000.0,1,0,0.49,440.92,10,1,MidWest,1516.8
2388,11-15,25000.0,1,1,0.26,774.91,4,1,South,749.7
620,11-15,12000.0,1,0,0.59,270.53,12,1,South,524.27
4480,11-15,30000.0,1,0,0.59,676.32,12,1,MidWest,1331.66
617,11-15,12000.0,1,0,19.99,317.86,24,1,West,622.39
8318,11-15,9000.0,1,1,12.0,299.15,11,1,East,592.28
3850,11-15,12000.0,1,1,0.32,361.38,1,1,East,715.67
3849,11-15,7200.0,1,1,7.524344210526315,237.4,10,1,East,228.21
612,11-15,9000.0,1,1,0.17,286.92,7,1,East,0
8309,11-15,9000.0,1,1,0.89,277.45,3,0,South,548.01
510,11-15,11200.0,1,1,0.59,375.17,12,1,West,0
574,11-15,6200.0,1,1,15.41,216.18,16,0,South,424.4
9,11-15,7200.0,1,1,0.59,241.18,12,0,South,512.57
2494,11-15,20000.0,1,0,17.57,503.21,19,1,East,986.9
1263,11-15,18000.0,1,0,13.18,411.22,13,0,South,398.04
4506,11-15,13450.0,1,1,13.67,457.54,14,1,South,894.65
539,11-15,14000.0,1,0,0.49,307.83,10,1,South,606.72
9984,11-15,19050.0,0,0,18.99,494.07,23,1,0,49.76
3751,11-15,9000.0,1,1,0.17,286.92,7,1,MidWest,603.64
1576,11-15,12000.0,1,0,0.89,242.69,5,0,MidWest,480.12
533,11-15,5000.0,1,1,13.18,168.91,13,1,West,0
2508,11-15,30000.0,1,1,0.18,942.59,6,0,MidWest,928.96
4760,11-15,15000.0,1,1,0.89,462.41,3,1,West,450.93
6151,11-15,17000.0,1,0,0.53,374.14,10,1,East,737.39
7351,11-15,26450.0,1,1,0.26,819.85,4,1,East,1629.03
8242,11-15,5000.0,1,1,0.99,163.67,9,0,MidWest,322.76
2517,11-15,15000.0,1,1,0.49,494.57,10,0,West,969.99
8239,11-15,18400.0,1,0,7.524344210526315,457.19,18,1,East,879.64
3747,11-15,20000.0,0,0,13.67,461.96,14,1,East,0.0
8236,11-15,22000.0,1,0,12.0,489.94,11,0,East,475.21
9666,11-15,10000.0,1,1,0.18,440.92,6,1,East,336.92
3741,11-15,8650.0,1,1,7.524344210526315,285.21,10,1,MidWest,564.9
7353,11-15,25000.0,1,0,0.32,752.87,1,0,South,1490.96
5411,11-15,4950.0,1,1,0.99,159.7,10,0,MidWest,4976.1
2529,11-15,11200.0,1,1,7.524344210526315,366.63,9,1,MidWest,359.79
1268,11-15,12000.0,1,1,0.99,387.15,8,1,West,767.64
6142,11-15,19200.0,1,1,0.89,440.92,3,0,South,1172.74
3165,11-15,35000.0,0,0,13.33,802.29,13,1,South,750.45
516,11-15,20000.0,1,1,14.65,689.89,15,1,South,1347.22
8961,11-15,6000.0,1,1,0.99,193.58,8,1,South,383.83
6160,11-15,16400.0,1,0,17.86,415.21,20,0,South,797.88
9626,11-15,25000.0,1,0,14.33,586.0,15,0,MidWest,1152.1
8252,11-15,14000.0,1,0,13.18,319.84,13,0,MidWest,619.18
2490,11-15,20000.0,1,0,14.33,468.8,15,0,0,921.68
6176,11-15,3650.0,1,1,0.49,120.35,10,1,South,225.55
3792,11-15,21000.0,1,0,0.89,424.7,5,0,West,830.99
1253,11-15,8000.0,1,1,0.24,244.25,2,1,West,482.95
4492,11-15,9500.0,1,1,13.18,320.92,13,1,South,627.93
2459,11-15,11000.0,1,1,0.89,344.15,5,1,0,678.66
9632,11-15,15000.0,1,0,12.0,334.05,11,0,South,324.01
3787,11-15,35000.0,1,1,0.89,1095.0,5,0,West,2159.32
9634,11-15,29950.0,1,0,0.59,675.19,12,1,West,654.24
563,11-15,2000.0,1,1,17.57,71.88,19,0,South,140.83
9639,11-15,12000.0,1,1,0.59,401.97,12,1,West,795.55
13,11-15,10000.0,1,0,13.18,228.46,13,0,South,217.48
9640,11-15,35000.0,1,0,18.99,907.73,23,0,West,1741.61
5374,11-15,15000.0,1,1,13.18,440.92,13,0,West,1084.83
3172,11-15,6500.0,1,1,16.55,230.29,17,1,East,481.49
7333,11-15,9000.0,0,1,0.99,290.37,8,1,South,280.38
7337,11-15,24000.0,1,0,18.0,612.06,21,0,MidWest,1199.85
2477,11-15,15000.0,1,1,0.49,494.57,10,1,East,969.99
3171,11-15,4800.0,1,0,0.18,150.82,6,0,0,298.37
7773,11-15,8000.0,1,1,0.99,258.1,8,0,East,511.76
3197,11-15,12000.0,1,0,18.49,307.93,25,1,0,597.37
8263,11-15,11650.0,1,1,0.17,371.39,7,0,East,391.1
6838,11-15,4800.0,1,1,0.89,147.97,3,1,East,284.91
6607,11-15,10000.0,1,1,0.49,329.72,10,1,South,653.06
5384,11-15,20000.0,1,0,16.55,492.23,17,1,South,574.97
3198,11-15,15000.0,1,1,0.89,469.29,5,1,East,885.98
6834,11-15,8000.0,1,1,15.41,278.94,20,1,East,551.03
5838,11-15,25000.0,1,0,17.86,632.94,20,1,MidWest,1216.27
2491,11-15,32000.0,1,1,13.18,1080.99,13,1,East,2150.26
2718,11-15,15000.0,1,0,0.26,298.87,4,0,South,591.69
7502,11-15,11200.0,1,1,0.99,366.63,9,1,West,719.58
361,11-15,27575.0,1,1,7.524344210526315,830.42,1,1,MidWest,1652.69
180,11-15,18000.0,1,1,0.18,440.92,6,0,West,1114.76
4624,11-15,10000.0,1,1,0.18,314.2,6,1,South,300.56
2946,11-15,6000.0,1,1,13.99,205.04,14,1,0,417.07
7644,11-15,35000.0,1,1,0.99,1129.19,8,1,South,2238.96
9880,11-15,20000.0,1,0,0.26,398.49,4,1,South,780.85
4625,11-15,19100.0,1,1,0.99,616.22,8,0,West,595.02
7645,11-15,8000.0,1,1,0.18,251.36,10,1,MidWest,497.27
3262,11-15,3250.0,1,0,0.59,108.87,12,1,East,215.47
2953,11-15,6425.0,1,1,17.57,230.9,19,1,West,237.46
1340,11-15,30000.0,1,0,13.67,692.93,14,1,East,647.36
6642,11-15,20000.0,1,0,13.18,456.91,15,0,East,956.96
2956,11-15,14000.0,1,1,0.99,451.68,8,1,East,895.59
5946,11-15,14000.0,1,1,0.17,446.31,7,1,West,439.18
9109,11-15,15000.0,1,0,12.0,334.05,11,0,South,653.04
2961,11-15,22000.0,1,0,0.18,447.98,6,0,South,880.96
5722,11-15,25000.0,1,0,16.55,615.29,17,1,MidWest,1207.59
2965,11-15,9000.0,1,1,0.17,286.92,7,0,East,564.67
5723,11-15,4400.0,1,1,16.99,156.86,18,1,MidWest,305.41
5729,11-15,7200.0,1,1,0.49,237.4,10,1,South,232.8
9889,11-15,6000.0,1,1,0.59,200.99,12,1,East,0
9022,11-15,21000.0,1,1,0.99,687.42,9,0,West,655.37
7915,11-15,7000.0,1,1,0.18,219.94,6,0,MidWest,436.7
5733,11-15,9600.0,1,1,13.18,324.3,13,1,East,310.24
5736,11-15,5100.0,1,1,17.86,184.02,20,1,MidWest,209.32
3264,11-15,12000.0,1,1,0.89,375.43,5,1,West,4126.58
7912,11-15,1000.0,1,1,13.67,34.02,14,1,MidWest,0
5937,11-15,17000.0,0,1,0.89,524.06,3,0,South,1038.36
9011,11-15,18000.0,1,1,13.18,608.06,13,1,South,654.19
6716,11-15,5000.0,1,1,0.59,167.49,15,1,East,327.99
9867,11-15,9575.0,1,1,16.55,339.24,17,1,West,669.68
9113,11-15,10000.0,1,0,15.41,240.06,16,1,South,0
2904,11-15,9600.0,1,1,7.524344210526315,316.53,10,0,South,620.8
3397,11-15,10000.0,1,0,0.99,217.38,9,0,East,528.65
2906,11-15,8000.0,1,1,14.33,274.71,15,0,South,536.68
1377,11-15,15000.0,1,1,0.32,451.73,1,0,MidWest,447.3
9000,11-15,30000.0,1,1,0.99,967.88,8,1,East,1902.46
6722,11-15,30000.0,1,1,0.89,938.57,5,1,East,1850.84
5684,11-15,8000.0,1,1,0.69,268.36,12,1,West,591.54
3392,11-15,20000.0,1,1,14.33,686.77,15,1,MidWest,1357.62
3391,11-15,12000.0,1,0,17.86,303.81,20,1,East,280.0
7625,11-15,24000.0,1,0,13.18,548.29,13,1,South,1079.01
1337,11-15,9600.0,1,1,0.99,440.92,9,0,East,622.64
3383,11-15,11000.0,1,1,0.99,360.08,9,1,MidWest,706.73
4616,11-15,6000.0,1,1,0.99,196.41,9,0,West,192.75
2919,11-15,35000.0,1,0,13.18,799.59,15,1,West,735.52
5692,11-15,11500.0,1,0,0.99,244.29,8,0,South,231.53
5954,11-15,8000.0,1,1,0.99,261.88,9,1,0,518.88
5799,11-15,15000.0,1,1,12.0,498.58,11,1,MidWest,911.8
3377,11-15,10000.0,1,0,0.18,203.63,6,0,South,194.54
3376,11-15,10200.0,1,1,0.18,320.48,6,1,South,631.69
195,11-15,25000.0,1,0,0.99,543.44,9,0,West,1071.62
6717,11-15,15000.0,1,0,14.33,351.6,15,0,South,333.69
5700,11-15,24000.0,1,0,13.67,554.35,14,1,MidWest,1172.25
5701,11-15,22400.0,1,1,0.89,700.8,5,1,South,690.97
3366,11-15,13000.0,1,1,16.99,463.43,18,1,South,914.59
1461,11-15,10000.0,1,1,0.18,314.2,6,0,South,0
7641,11-15,12000.0,1,1,0.26,371.96,4,0,0,739.08
7655,11-15,8875.0,1,1,0.99,290.52,9,0,MidWest,575.62
9115,11-15,10000.0,1,1,0.89,308.27,3,1,West,587.82
7847,11-15,28775.0,1,1,0.32,866.56,1,1,South,1716.11
7910,11-15,12000.0,1,1,13.18,405.37,13,1,South,801.95
9041,11-15,11000.0,0,1,0.32,331.27,1,0,East,659.28
1365,11-15,8000.0,1,1,0.24,244.25,2,1,South,485.73
3298,11-15,23750.0,1,0,19.99,629.1,24,1,South,602.72
1422,11-15,30000.0,1,0,13.67,692.93,14,1,0,692.93
94,11-15,5400.0,1,1,12.0,179.49,11,1,East,0
9042,11-15,8000.0,1,1,17.57,287.5,19,1,0,559.38
1366,11-15,7325.0,1,1,7.524344210526315,247.45,13,1,South,486.85
3041,11-15,19800.0,1,0,18.0,504.95,21,1,0,979.87
7854,11-15,8000.0,1,1,0.89,250.29,5,1,0,493.57
5767,11-15,24000.0,1,0,0.17,500.19,7,1,MidWest,975.93
3292,11-15,26400.0,1,0,18.0,673.27,21,0,MidWest,646.58
3049,11-15,14000.0,1,1,0.89,438.0,5,0,MidWest,425.73
9933,11-15,12800.0,1,0,14.33,300.03,15,1,0,279.65
7869,11-15,7000.0,1,1,0.32,210.81,1,0,West,417.48
7868,11-15,7000.0,1,1,0.18,219.94,6,1,0,215.17
81,11-15,14000.0,1,0,17.57,352.25,20,1,MidWest,947.42
7857,11-15,10500.0,1,0,14.33,246.12,15,1,West,237.76
5779,11-15,28000.0,1,0,14.33,656.32,15,1,South,0
7708,11-15,20475.0,1,0,20.99,553.81,25,1,West,929.8
5788,11-15,35000.0,1,0,15.41,840.2,16,1,MidWest,765.29
3058,11-15,33600.0,1,0,20.99,908.81,25,1,West,850.04
3289,11-15,20000.0,1,1,14.33,686.77,15,1,East,1357.62
73,11-15,24000.0,1,0,13.18,548.29,13,1,South,1079.01
6694,11-15,2300.0,1,1,0.99,75.29,9,1,West,149.84
1372,11-15,11200.0,1,1,0.18,351.9,6,1,East,346.81
3064,11-15,16000.0,1,1,0.49,527.55,10,1,MidWest,588.83
9086,11-15,6000.0,1,1,13.99,205.04,14,1,South,432.65
3077,11-15,35000.0,1,1,13.18,1182.33,13,1,0,2326.22
9950,11-15,16025.0,1,0,20.99,433.44,25,1,0,838.85
1428,11-15,24000.0,1,0,0.99,509.82,8,0,South,993.0
7908,11-15,10000.0,1,1,0.99,322.63,8,0,South,0
145,11-15,35000.0,1,1,0.99,1145.69,9,1,West,2270.01
9106,11-15,25000.0,1,0,0.18,509.07,10,1,West,1006.78
5744,11-15,28000.0,1,1,0.26,867.9,4,1,West,1724.51
7661,11-15,4000.0,0,1,0.53,131.97,10,1,South,129.41
7848,11-15,14000.0,0,0,13.67,323.37,14,1,South,307.42
9104,11-15,1500.0,1,1,0.18,47.13,6,1,East,93.58
9029,11-15,12000.0,1,0,13.18,440.92,13,0,South,265.36
7901,11-15,5000.0,1,1,0.32,150.58,1,0,0,298.2
7850,11-15,13000.0,1,1,0.32,391.5,1,1,West,779.16
127,11-15,3600.0,1,1,14.33,123.62,15,1,South,244.37
5921,11-15,15625.0,1,1,7.524344210526315,566.85,21,1,South,1117.86
3004,11-15,12000.0,1,1,0.32,440.92,1,0,West,717.44
7851,11-15,28000.0,0,0,17.57,704.49,19,1,West,1354.32
121,11-15,12575.0,1,0,21.99,347.24,26,1,West,331.88
5915,11-15,19800.0,1,0,16.99,491.98,18,1,0,473.29
63,11-15,12500.0,1,1,0.26,387.46,4,1,MidWest,374.86
6656,11-15,7900.0,1,1,16.99,281.62,20,1,South,555.78
3015,11-15,10000.0,1,1,0.99,322.63,8,0,South,634.16
7890,11-15,15000.0,1,1,0.89,462.41,3,0,South,471.02
9094,11-15,7000.0,1,1,0.99,229.14,9,1,0,456.14
5756,11-15,27200.0,1,1,0.89,850.97,5,1,South,1678.09
7686,11-15,10200.0,1,0,0.99,216.67,8,1,MidWest,427.68
5758,11-15,13000.0,1,1,0.99,425.55,9,1,MidWest,843.16
3302,11-15,5000.0,1,0,18.99,183.26,23,1,East,361.24
6703,11-15,15000.0,1,0,0.99,326.07,9,1,East,303.17
5909,11-15,6000.0,1,1,0.32,180.69,1,0,East,359.61
5798,11-15,15000.0,1,1,0.17,478.19,7,1,West,899.07
1334,11-15,15000.0,1,0,13.67,346.47,14,0,South,670.16
7719,11-15,11000.0,1,0,18.0,280.53,21,1,East,258.29
7592,11-15,12000.0,1,1,13.99,410.08,14,0,South,801.51
8051,11-15,6000.0,1,1,0.49,197.83,10,1,West,388.0
8047,11-15,28000.0,1,0,7.524344210526315,646.74,14,0,MidWest,1250.95
8046,11-15,10000.0,1,0,17.86,253.18,20,0,East,496.44
8045,11-15,10000.0,1,1,14.65,344.95,15,1,South,0
8043,11-15,6000.0,1,1,0.49,197.83,10,1,South,380.34
5870,11-15,35000.0,1,0,12.0,779.45,11,1,MidWest,1535.47
8040,11-15,20875.0,1,0,24.99,612.59,29,1,West,554.63
318,11-15,15000.0,1,0,0.59,338.16,12,0,MidWest,665.83
1313,11-15,8000.0,0,1,0.17,255.04,7,1,West,248.93
7525,11-15,7200.0,1,1,0.26,223.18,4,1,West,424.57
2783,11-15,8000.0,1,1,13.67,272.15,14,1,East,0
3505,11-15,16150.0,0,0,16.55,397.48,17,0,East,367.78
1504,11-15,26400.0,1,0,13.67,609.78,14,0,West,589.73
9216,11-15,16000.0,1,1,0.32,481.84,1,0,South,954.22
6036,11-15,35000.0,1,1,0.59,1172.39,12,1,MidWest,1147.91
7530,11-15,10000.0,1,1,0.17,318.79,7,1,East,0
39,11-15,12000.0,1,1,0.17,382.55,7,1,South,0
1501,11-15,35000.0,1,1,7.524344210526315,1240.03,17,1,East,2689.23
5584,11-15,16000.0,1,0,12.0,356.32,11,0,MidWest,691.22
3495,11-15,35000.0,1,1,0.89,1095.0,5,1,West,1079.66
1314,11-15,24000.0,0,1,13.18,810.74,13,1,South,1586.33
5592,11-15,25000.0,1,1,0.99,818.35,9,0,South,1606.17
6637,11-15,35000.0,1,0,0.99,760.82,9,1,South,1500.27
305,11-15,19000.0,1,0,0.59,428.34,12,1,East,730.42
2799,11-15,28000.0,1,1,0.26,867.9,4,1,South,1713.21
3485,11-15,35000.0,1,1,0.18,1099.69,6,1,South,2183.47
2787,11-15,20000.0,1,0,14.33,468.8,15,0,East,0
6040,11-15,6500.0,1,1,0.49,214.32,10,1,MidWest,208.1
1505,11-15,18000.0,1,0,15.41,432.11,16,1,West,833.4
8055,11-15,12000.0,1,1,0.32,361.38,1,1,West,996.45
4735,11-15,14400.0,1,0,13.67,332.61,14,1,South,654.28
359,11-15,18000.0,1,0,16.55,443.01,17,0,South,0
67,11-15,20000.0,1,0,0.59,450.88,12,0,0,880.78
8086,11-15,20000.0,1,1,13.67,440.92,14,1,South,1337.94
2729,11-15,25000.0,1,0,0.99,543.44,9,0,East,520.54
9969,11-15,12000.0,1,0,21.99,331.36,26,1,South,633.4
9774,11-15,10000.0,1,1,0.59,334.97,12,0,West,662.95
9076,11-15,27000.0,1,1,0.26,836.9,4,0,West,0
9776,11-15,28600.0,1,0,21.99,789.74,26,1,West,1544.54
5817,11-15,11200.0,1,0,14.65,264.4,15,1,South,519.68
7504,11-15,10000.0,1,1,0.17,318.79,7,1,MidWest,306.05
2738,11-15,30000.0,1,0,0.59,676.32,12,1,MidWest,634.35
2740,11-15,10000.0,1,1,13.67,340.18,14,1,West,0
8079,11-15,10000.0,1,0,0.89,202.24,5,1,East,400.1
3234,11-15,5000.0,1,1,0.49,164.86,10,0,South,326.53
6049,11-15,1600.0,1,1,16.99,57.04,18,1,MidWest,54.02
1515,11-15,7200.0,1,0,16.55,255.1,17,0,West,500.27
7743,11-15,6000.0,1,0,0.26,185.98,4,1,MidWest,369.54
4564,11-15,4000.0,1,1,17.57,143.75,20,1,MidWest,279.69
1513,11-15,10700.0,1,1,17.86,386.08,20,1,0,761.54
3530,11-15,21000.0,1,1,0.24,641.15,2,0,West,633.87
3124,11-15,9300.0,1,1,17.86,335.57,20,0,West,661.91
6045,11-15,9500.0,1,1,0.26,294.47,5,1,MidWest,286.81
8064,11-15,12425.0,1,0,21.99,440.92,26,1,West,12923.66
3239,11-15,35000.0,1,0,0.59,789.04,12,1,East,764.56
7517,11-15,22800.0,1,0,18.49,585.07,22,1,MidWest,538.23
1311,11-15,16000.0,1,0,13.67,440.92,14,1,South,720.91
6031,11-15,10000.0,1,0,13.67,230.98,14,1,East,450.57
5598,11-15,21000.0,1,0,18.49,538.88,22,0,West,1056.19
6638,11-15,8000.0,1,1,7.524344210526315,263.78,36,1,South,509.69
3118,11-15,21000.0,1,1,0.59,703.44,12,1,West,1392.19
3443,11-15,10000.0,1,1,0.99,322.63,8,1,0,639.71
5637,11-15,20000.0,1,1,0.18,628.39,6,0,South,0
2857,11-15,10400.0,1,1,0.49,342.91,10,1,South,0
252,11-15,28000.0,1,0,0.18,570.16,6,0,West,557.44
5877,11-15,24000.0,1,1,0.26,440.92,4,1,South,1531.38
4594,11-15,4800.0,1,1,0.49,158.27,10,1,South,313.48
2864,11-15,10000.0,1,1,0.24,305.31,2,0,MidWest,605.42
3107,11-15,3600.0,1,1,18.0,130.52,21,1,South,0
6733,11-15,8500.0,1,1,0.99,274.24,8,0,West,269.52
3434,11-15,6000.0,1,1,0.17,191.28,7,0,West,399.36
5646,11-15,12150.0,1,0,14.33,284.8,15,1,MidWest,559.93
52,11-15,2100.0,1,0,0.99,68.75,9,1,MidWest,68.11
7579,11-15,7200.0,1,1,0.59,241.18,12,0,MidWest,472.29
4717,11-15,28000.0,1,1,13.18,945.87,13,1,South,1871.24
3422,11-15,28000.0,1,0,0.99,594.78,8,1,West,1158.48
3102,11-15,35000.0,1,0,17.86,886.11,20,1,East,834.02
9840,11-15,30000.0,1,1,13.99,1025.19,14,1,East,2027.06
3254,11-15,12000.0,1,0,13.18,274.15,13,0,West,539.51
2882,11-15,5400.0,1,1,0.53,178.15,10,1,West,349.38
9845,11-15,6400.0,1,1,13.18,216.2,13,0,MidWest,425.37
7964,11-15,20000.0,1,1,0.89,625.72,5,1,West,1242.67
7962,11-15,3000.0,1,1,12.0,99.72,11,1,West,195.42
7961,11-15,10000.0,0,0,0.49,219.88,10,1,South,433.38
3414,11-15,30000.0,1,0,18.0,765.08,21,1,South,704.41
2891,11-15,30800.0,1,0,17.86,779.78,20,1,East,1529.0
4607,11-15,7225.0,1,1,13.67,245.78,14,1,South,251.26
5672,11-15,21000.0,1,0,13.67,485.05,14,1,MidWest,954.15
6639,11-15,5500.0,1,1,0.99,180.04,9,1,West,363.43
3546,11-15,18000.0,1,1,17.86,649.48,20,1,West,631.62
7987,11-15,4950.0,1,1,19.99,183.94,24,1,South,178.44
